Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,OxygenTanks,PopulationDensityPerSqKm
7778,2020-10-27,8:00 AM,Punjab,-,-,123047,4125,131391,1953,365
7779,2020-10-27,8:00 AM,Rajasthan,-,-,169962,1853,188048,5795,617
7780,2020-10-27,8:00 AM,Sikkim,-,-,3530,65,3840,4720,1061
7781,2020-10-27,8:00 AM,Tamil Nadu,-,-,671489,10956,711713,7739,505
7782,2020-10-27,8:00 AM,Telengana,-,-,213466,1315,232671,610,178
7783,2020-10-27,8:00 AM,Tripura,-,-,28153,344,30293,636,370
7784,2020-10-27,8:00 AM,Uttarakhand,-,-,55663,1001,60744,1625,293
7785,2020-10-27,8:00 AM,Uttar Pradesh,-,-,438521,6904,472077,9407,673
7786,2020-10-27,8:00 AM,West Bengal,-,-,310086,6546,353822,3331,204
7787,2020-10-28,8:00 AM,Andaman and Nicobar Islands,-,-,4019,58,4274,2965,442
7788,2020-10-28,8:00 AM,Andhra Pradesh,-,-,777900,6625,811825,3259,675
7789,2020-10-28,8:00 AM,Arunachal Pradesh,-,-,12297,36,14472,6463,320
7790,2020-10-28,8:00 AM,Assam,-,-,191030,914,204789,7218,641
7791,2020-10-28,8:00 AM,Bihar,-,-,203174,1065,213085,6822,688
7792,2020-10-28,8:00 AM,Chandigarh,-,-,13279,223,14152,3327,384
7793,2020-10-28,8:00 AM,Chhattisgarh,-,-,156080,1881,179654,2496,768
7794,2020-10-28,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3181,2,3231,1284,910
7795,2020-10-28,8:00 AM,Delhi,-,-,330112,6356,364341,7073,615
7796,2020-10-28,8:00 AM,Goa,-,-,39778,585,42747,4157,411
7797,2020-10-28,8:00 AM,Gujarat,-,-,151751,3695,168911,3639,198
7798,2020-10-28,8:00 AM,Haryana,-,-,148503,1750,160705,1026,408
7799,2020-10-28,8:00 AM,Himachal Pradesh,-,-,17998,298,20817,8117,682
7800,2020-10-28,8:00 AM,Jammu and Kashmir,-,-,84236,1451,92677,1910,490
7801,2020-10-28,8:00 AM,Jharkhand,-,-,93874,876,100224,1504,506
7802,2020-10-28,8:00 AM,Karnataka,-,-,727298,10991,809638,6716,496
7803,2020-10-28,8:00 AM,Kerala,-,-,309032,1376,402674,4291,690
7804,2020-10-28,8:00 AM,Ladakh,-,-,5262,73,6024,9739,343
7805,2020-10-28,8:00 AM,Madhya Pradesh,-,-,155232,2898,168483,4473,713
7806,2020-10-28,8:00 AM,Maharashtra,-,-,1478496,43463,1654028,5001,280
7807,2020-10-28,8:00 AM,Manipur,-,-,13208,150,17604,5231,569
7808,2020-10-28,8:00 AM,Meghalaya,-,-,7643,82,9136,5485,414
7809,2020-10-28,8:00 AM,Mizoram,-,-,2233,0,2607,1088,376
7810,2020-10-28,8:00 AM,Nagaland,-,-,6828,33,8726,3752,650
7811,2020-10-28,8:00 AM,Odisha,-,-,268115,1272,283942,7528,242
7812,2020-10-28,8:00 AM,Puducherry,-,-,30153,588,34482,1795,788
7813,2020-10-28,8:00 AM,Punjab,-,-,123510,4138,131737,4458,941
7814,2020-10-28,8:00 AM,Rajasthan,-,-,172028,1867,189844,6063,901
7815,2020-10-28,8:00 AM,Sikkim,-,-,3534,67,3863,4584,507
7816,2020-10-28,8:00 AM,Tamil Nadu,-,-,675518,10983,714235,1650,341
7817,2020-10-28,8:00 AM,Telengana,-,-,214917,1319,234152,3319,566
7818,2020-10-28,8:00 AM,Tripura,-,-,28355,344,30453,5413,486
7819,2020-10-28,8:00 AM,Uttarakhand,-,-,56085,1007,60957,6320,548
7820,2020-10-28,8:00 AM,Uttar Pradesh,-,-,440847,6940,474054,2370,70
7821,2020-10-28,8:00 AM,West Bengal,-,-,314003,6604,357779,2280,911
7822,2020-10-29,8:00 AM,Andaman and Nicobar Islands,-,-,4039,58,4289,3308,403
7823,2020-10-29,8:00 AM,Andhra Pradesh,-,-,781509,6643,814774,7919,467
7824,2020-10-29,8:00 AM,Arunachal Pradesh,-,-,12480,36,14580,3969,534
7825,2020-10-29,8:00 AM,Assam,-,-,192517,917,205237,4033,589
7826,2020-10-29,8:00 AM,Bihar,-,-,204178,1069,213576,1554,1090
7827,2020-10-29,8:00 AM,Chandigarh,-,-,13359,224,14212,7946,362
7828,2020-10-29,8:00 AM,Chhattisgarh,-,-,157480,1936,181583,2350,504
7829,2020-10-29,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3184,2,3237,3835,445
7830,2020-10-29,8:00 AM,Delhi,-,-,334240,6396,370014,281,793
7831,2020-10-29,8:00 AM,Goa,-,-,39974,592,42968,7140,730
7832,2020-10-29,8:00 AM,Gujarat,-,-,152858,3701,169891,8142,903
7833,2020-10-29,8:00 AM,Haryana,-,-,149451,1758,162223,2070,269
7834,2020-10-29,8:00 AM,Himachal Pradesh,-,-,18203,300,21149,8935,533
7835,2020-10-29,8:00 AM,Jammu and Kashmir,-,-,84782,1455,93213,2416,766
7836,2020-10-29,8:00 AM,Jharkhand,-,-,94326,880,100569,2587,351
7837,2020-10-29,8:00 AM,Karnataka,-,-,733558,11046,812784,8767,473
7838,2020-10-29,8:00 AM,Kerala,-,-,316692,1403,411464,3522,345
7839,2020-10-29,8:00 AM,Ladakh,-,-,5369,74,6085,9477,580
7840,2020-10-29,8:00 AM,Madhya Pradesh,-,-,156264,2913,169271,8839,410
7841,2020-10-29,8:00 AM,Maharashtra,-,-,1486926,43554,1660766,4842,519
7842,2020-10-29,8:00 AM,Manipur,-,-,13420,156,17809,1899,710
7843,2020-10-29,8:00 AM,Meghalaya,-,-,7777,85,9226,6170,613
7844,2020-10-29,8:00 AM,Mizoram,-,-,2238,1,2656,9331,332
7845,2020-10-29,8:00 AM,Nagaland,-,-,6945,34,8824,2522,237
7846,2020-10-29,8:00 AM,Odisha,-,-,270130,1284,285482,7240,698
7847,2020-10-29,8:00 AM,Puducherry,-,-,30307,590,34583,2164,620
7848,2020-10-29,8:00 AM,Punjab,-,-,123866,4158,132263,1840,609
7849,2020-10-29,8:00 AM,Rajasthan,-,-,174044,1877,191629,2277,586
7850,2020-10-29,8:00 AM,Sikkim,-,-,3545,67,3875,4346,496
7851,2020-10-29,8:00 AM,Tamil Nadu,-,-,679377,11018,716751,7784,791
7852,2020-10-29,8:00 AM,Telengana,-,-,216353,1324,235656,6038,650
7853,2020-10-29,8:00 AM,Tripura,-,-,28525,345,30566,4321,313
7854,2020-10-29,8:00 AM,Uttarakhand,-,-,56556,1009,61261,2977,738
7855,2020-10-29,8:00 AM,Uttar Pradesh,-,-,443589,6958,476034,1573,846
7856,2020-10-29,8:00 AM,West Bengal,-,-,317928,6664,361703,6469,480
7857,2020-10-30,8:00 AM,Andaman and Nicobar Islands,-,-,4054,59,4305,5648,630
7858,2020-10-30,8:00 AM,Andhra Pradesh,-,-,784752,6659,817679,9732,89
7859,2020-10-30,8:00 AM,Arunachal Pradesh,-,-,12623,37,14668,8685,895
7860,2020-10-30,8:00 AM,Assam,-,-,193574,923,205635,9141,818
7861,2020-10-30,8:00 AM,Bihar,-,-,205108,1076,214242,7734,558
7862,2020-10-30,8:00 AM,Chandigarh,-,-,13402,225,14292,3099,707
7863,2020-10-30,8:00 AM,Chhattisgarh,-,-,159268,1989,183588,8070,537
7864,2020-10-30,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3192,2,3243,4653,473
7865,2020-10-30,8:00 AM,Delhi,-,-,338378,6423,375753,344,666
7866,2020-10-30,8:00 AM,Goa,-,-,40168,597,43201,1998,31
7867,2020-10-30,8:00 AM,Gujarat,-,-,153941,3705,170878,8020,572
7868,2020-10-30,8:00 AM,Haryana,-,-,150660,1766,163817,7283,553
7869,2020-10-30,8:00 AM,Himachal Pradesh,-,-,18402,306,21476,7631,302
7870,2020-10-30,8:00 AM,Jammu and Kashmir,-,-,85370,1466,93764,9436,317
7871,2020-10-30,8:00 AM,Jharkhand,-,-,94787,883,100964,4836,867
7872,2020-10-30,8:00 AM,Karnataka,-,-,741219,11091,816809,3007,342
7873,2020-10-30,8:00 AM,Kerala,-,-,325166,1429,418484,4036,685
7874,2020-10-30,8:00 AM,Ladakh,-,-,5438,74,6139,7576,966
7875,2020-10-30,8:00 AM,Madhya Pradesh,-,-,157381,2929,169999,3040,756
7876,2020-10-30,8:00 AM,Maharashtra,-,-,1494809,43710,1666668,3602,566
7877,2020-10-30,8:00 AM,Manipur,-,-,13583,160,18051,6061,536
7878,2020-10-30,8:00 AM,Meghalaya,-,-,7890,87,9303,6993,99
7879,2020-10-30,8:00 AM,Mizoram,-,-,2258,1,2694,3234,474
7880,2020-10-30,8:00 AM,Nagaland,-,-,7096,35,8894,9056,581
7881,2020-10-30,8:00 AM,Odisha,-,-,272038,1297,287099,1057,396
7882,2020-10-30,8:00 AM,Puducherry,-,-,30449,592,34761,8704,818
7883,2020-10-30,8:00 AM,Punjab,-,-,124293,4168,132727,9996,314
7884,2020-10-30,8:00 AM,Rajasthan,-,-,175977,1888,193419,2853,489
7885,2020-10-30,8:00 AM,Sikkim,-,-,3558,67,3893,3843,806
7886,2020-10-30,8:00 AM,Tamil Nadu,-,-,683464,11053,719403,9195,423
7887,2020-10-30,8:00 AM,Telengana,-,-,217401,1330,237187,7774,308
7888,2020-10-30,8:00 AM,Tripura,-,-,28737,346,30663,5813,194
7889,2020-10-30,8:00 AM,Uttarakhand,-,-,57012,1009,61566,872,49
7890,2020-10-30,8:00 AM,Uttar Pradesh,-,-,446054,6983,477895,2297,780
7891,2020-10-30,8:00 AM,West Bengal,-,-,321873,6725,365692,3075,76
7892,2020-10-31,8:00 AM,Andaman and Nicobar Islands,-,-,4076,59,4317,1845,756
7893,2020-10-31,8:00 AM,Andhra Pradesh,-,-,788375,6676,820565,1740,669
7894,2020-10-31,8:00 AM,Arunachal Pradesh,-,-,12777,37,14752,5172,706
7895,2020-10-31,8:00 AM,Assam,-,-,194668,926,206015,6869,375
7896,2020-10-31,8:00 AM,Bihar,-,-,206346,1084,215327,1064,325
7897,2020-10-31,8:00 AM,Chandigarh,-,-,13469,225,14351,2396,646
7898,2020-10-31,8:00 AM,Chhattisgarh,-,-,160918,2038,185306,9965,423
7899,2020-10-31,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3197,2,3248,214,179
7900,2020-10-31,8:00 AM,Delhi,-,-,342811,6470,381644,5830,463
7901,2020-10-31,8:00 AM,Goa,-,-,40409,602,43416,2869,751
7902,2020-10-31,8:00 AM,Gujarat,-,-,154968,3711,171847,481,630
7903,2020-10-31,8:00 AM,Haryana,-,-,151839,1777,165467,8012,661
7904,2020-10-31,8:00 AM,Himachal Pradesh,-,-,18595,312,21798,4117,554
7905,2020-10-31,8:00 AM,Jammu and Kashmir,-,-,86024,1471,94330,7918,559
7906,2020-10-31,8:00 AM,Jharkhand,-,-,95208,883,101287,7661,981
7907,2020-10-31,8:00 AM,Karnataka,-,-,749740,11140,820398,8161,543
7908,2020-10-31,8:00 AM,Kerala,-,-,332994,1457,425122,1237,284
7909,2020-10-31,8:00 AM,Ladakh,-,-,5493,74,6194,4677,551
7910,2020-10-31,8:00 AM,Madhya Pradesh,-,-,158455,2941,170690,3961,51
7911,2020-10-31,8:00 AM,Maharashtra,-,-,1503050,43837,1672858,9766,774
7912,2020-10-31,8:00 AM,Manipur,-,-,13805,164,18272,5775,458
7913,2020-10-31,8:00 AM,Meghalaya,-,-,8125,87,9382,9962,550
7914,2020-10-31,8:00 AM,Mizoram,-,-,2284,1,2722,1946,600
7915,2020-10-31,8:00 AM,Nagaland,-,-,7308,39,8945,1225,561
7916,2020-10-31,8:00 AM,Odisha,-,-,273838,1308,288646,5888,636
7917,2020-10-31,8:00 AM,Puducherry,-,-,30577,592,34908,8622,427
7918,2020-10-31,8:00 AM,Punjab,-,-,124870,4187,133158,2316,740
7919,2020-10-31,8:00 AM,Rajasthan,-,-,178064,1898,195213,392,682
7920,2020-10-31,8:00 AM,Sikkim,-,-,3591,68,3913,3562,760
7921,2020-10-31,8:00 AM,Tamil Nadu,-,-,687388,11091,722011,5654,115
7922,2020-10-31,8:00 AM,Telengana,-,-,218887,1336,238632,7536,424
7923,2020-10-31,8:00 AM,Tripura,-,-,28878,346,30717,9315,492
7924,2020-10-31,8:00 AM,Uttarakhand,-,-,57270,1011,61915,8034,962
7925,2020-10-31,8:00 AM,Uttar Pradesh,-,-,448644,7007,480082,1184,518
7926,2020-10-31,8:00 AM,West Bengal,-,-,325888,6784,369671,8509,360
7927,2020-11-01,8:00 AM,Andaman and Nicobar Islands,-,-,4100,59,4332,2664,349
7928,2020-11-01,8:00 AM,Andhra Pradesh,-,-,792083,6690,823348,8447,550
7929,2020-11-01,8:00 AM,Arunachal Pradesh,-,-,12959,37,14852,763,748
7930,2020-11-01,8:00 AM,Assam,-,-,196054,930,206351,9054,422
7931,2020-11-01,8:00 AM,Bihar,-,-,207480,1090,216086,330,205
7932,2020-11-01,8:00 AM,Chandigarh,-,-,13551,226,14418,5779,589
7933,2020-11-01,8:00 AM,Chhattisgarh,-,-,163079,2101,187270,709,622
7934,2020-11-01,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3210,2,3251,8048,340
7935,2020-11-01,8:00 AM,Delhi,-,-,347476,6511,386706,9220,270
7936,2020-11-01,8:00 AM,Goa,-,-,40678,604,43626,7282,541
7937,2020-11-01,8:00 AM,Gujarat,-,-,155982,3716,172782,6549,503
7938,2020-11-01,8:00 AM,Haryana,-,-,153230,1789,167210,3910,538
7939,2020-11-01,8:00 AM,Himachal Pradesh,-,-,18862,317,22059,3835,677
7940,2020-11-01,8:00 AM,Jammu and Kashmir,-,-,86888,1478,94785,4094,172
7941,2020-11-01,8:00 AM,Jharkhand,-,-,95575,884,101761,1141,371
7942,2020-11-01,8:00 AM,Karnataka,-,-,757208,11168,823412,9363,845
7943,2020-11-01,8:00 AM,Kerala,-,-,340324,1484,433105,5175,601
7944,2020-11-01,8:00 AM,Ladakh,-,-,5539,75,6270,9416,525
7945,2020-11-01,8:00 AM,Madhya Pradesh,-,-,159479,2951,171359,8744,588
7946,2020-11-01,8:00 AM,Maharashtra,-,-,1510353,43911,1678406,8799,707
7947,2020-11-01,8:00 AM,Manipur,-,-,14862,168,18502,286,272
7948,2020-11-01,8:00 AM,Meghalaya,-,-,8345,88,9452,5514,470
7949,2020-11-01,8:00 AM,Mizoram,-,-,2291,1,2753,4607,270
7950,2020-11-01,8:00 AM,Nagaland,-,-,7454,39,9047,2326,272
7951,2020-11-01,8:00 AM,Odisha,-,-,275749,1320,290116,717,189
7952,2020-11-01,8:00 AM,Puducherry,-,-,30724,592,35013,911,280
7953,2020-11-01,8:00 AM,Punjab,-,-,125198,4203,133658,2620,434
7954,2020-11-01,8:00 AM,Rajasthan,-,-,179984,1907,196993,4264,458
7955,2020-11-01,8:00 AM,Sikkim,-,-,3617,72,3940,677,501
7956,2020-11-01,8:00 AM,Tamil Nadu,-,-,691236,11122,724522,4874,783
7957,2020-11-01,8:00 AM,Telengana,-,-,220466,1341,240048,4371,187
7958,2020-11-01,8:00 AM,Tripura,-,-,29048,346,30794,3493,662
7959,2020-11-01,8:00 AM,Uttarakhand,-,-,57422,1023,62328,8484,572
7960,2020-11-01,8:00 AM,Uttar Pradesh,-,-,451070,7025,481863,7599,576
7961,2020-11-01,8:00 AM,West Bengal,-,-,329937,6841,373664,757,391
7962,2020-11-02,8:00 AM,Andaman and Nicobar Islands,-,-,4112,60,4340,7712,668
7963,2020-11-02,8:00 AM,Andhra Pradesh,-,-,795592,6706,825966,8174,511
7964,2020-11-02,8:00 AM,Arunachal Pradesh,-,-,13073,37,14881,2142,224
7965,2020-11-02,8:00 AM,Assam,-,-,196784,931,206517,1288,607
7966,2020-11-02,8:00 AM,Bihar,-,-,208644,1097,216707,4528,112
7967,2020-11-02,8:00 AM,Chandigarh,-,-,13632,226,14476,7026,564
7968,2020-11-02,8:00 AM,Chhattisgarh,-,-,164537,2150,188813,8662,554
7969,2020-11-02,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3219,2,3255,6124,273
7970,2020-11-02,8:00 AM,Delhi,-,-,351635,6562,392370,6940,441
7971,2020-11-02,8:00 AM,Goa,-,-,40915,609,43768,3118,295
7972,2020-11-02,8:00 AM,Gujarat,-,-,157110,3721,173642,2104,25
7973,2020-11-02,8:00 AM,Haryana,-,-,154451,1795,168880,6011,-72
7974,2020-11-02,8:00 AM,Himachal Pradesh,-,-,18965,326,22264,3782,444
7975,2020-11-02,8:00 AM,Jammu and Kashmir,-,-,87517,1482,95325,3141,754
7976,2020-11-02,8:00 AM,Jharkhand,-,-,95973,885,102087,2105,533
7977,2020-11-02,8:00 AM,Karnataka,-,-,765261,11192,827064,7996,760
7978,2020-11-02,8:00 AM,Kerala,-,-,348835,1512,440130,288,287
7979,2020-11-02,8:00 AM,Ladakh,-,-,5629,75,6287,9330,363
7980,2020-11-02,8:00 AM,Madhya Pradesh,-,-,160586,2958,172082,7118,415
7981,2020-11-02,8:00 AM,Maharashtra,-,-,1514079,44024,1683775,4009,430
7982,2020-11-02,8:00 AM,Manipur,-,-,15065,171,18750,762,504
7983,2020-11-02,8:00 AM,Meghalaya,-,-,8462,90,9607,5527,255
7984,2020-11-02,8:00 AM,Mizoram,-,-,2323,1,2757,9098,663
7985,2020-11-02,8:00 AM,Nagaland,-,-,7535,39,9075,9025,429
7986,2020-11-02,8:00 AM,Odisha,-,-,277564,1331,291825,2832,431
7987,2020-11-02,8:00 AM,Puducherry,-,-,31345,595,35109,3309,431
7988,2020-11-02,8:00 AM,Punjab,-,-,125566,4214,133975,6616,403
7989,2020-11-02,8:00 AM,Rajasthan,-,-,181575,1917,198747,8555,794
7990,2020-11-02,8:00 AM,Sikkim,-,-,3651,73,3958,9216,488
7991,2020-11-02,8:00 AM,Tamil Nadu,-,-,694880,11152,727026,8685,229
7992,2020-11-02,8:00 AM,Telengana,-,-,221992,1348,240970,6393,361
7993,2020-11-02,8:00 AM,Tripura,-,-,29234,348,30852,3633,493
7994,2020-11-02,8:00 AM,Uttarakhand,-,-,57609,1027,62550,3357,213
7995,2020-11-02,8:00 AM,Uttar Pradesh,-,-,453458,7051,483832,3405,786
7996,2020-11-02,8:00 AM,West Bengal,-,-,333990,6900,377651,4673,491
7997,2020-11-03,8:00 AM,Andaman and Nicobar Islands,-,-,4132,60,4352,7591,406
7998,2020-11-03,8:00 AM,Andhra Pradesh,-,-,798625,6719,827882,140,619
7999,2020-11-03,8:00 AM,Arunachal Pradesh,-,-,13238,38,14998,8030,584
8000,2020-11-03,8:00 AM,Assam,-,-,197569,932,206982,4793,271
8001,2020-11-03,8:00 AM,Bihar,-,-,209582,1101,217277,5508,512
8002,2020-11-03,8:00 AM,Chandigarh,-,-,13708,227,14528,9383,415
8003,2020-11-03,8:00 AM,Chhattisgarh,-,-,166391,2208,190513,3376,242
8004,2020-11-03,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3221,2,3257,4212,589
8005,2020-11-03,8:00 AM,Delhi,-,-,356459,6604,396371,2006,907
8006,2020-11-03,8:00 AM,Goa,-,-,41123,616,43954,6913,574
8007,2020-11-03,8:00 AM,Gujarat,-,-,158114,3725,174517,6486,264
8008,2020-11-03,8:00 AM,Haryana,-,-,155717,1810,170446,8765,153
8009,2020-11-03,8:00 AM,Himachal Pradesh,-,-,19304,336,22598,3457,290
8010,2020-11-03,8:00 AM,Jammu and Kashmir,-,-,88140,1490,95710,8187,215
8011,2020-11-03,8:00 AM,Jharkhand,-,-,96485,886,102490,7851,483
8012,2020-11-03,8:00 AM,Karnataka,-,-,773595,11221,829640,279,562
8013,2020-11-03,8:00 AM,Kerala,-,-,355943,1533,444268,5395,359
8014,2020-11-03,8:00 AM,Ladakh,-,-,5671,76,6357,3145,752
8015,2020-11-03,8:00 AM,Madhya Pradesh,-,-,161454,2965,172717,6483,694
8016,2020-11-03,8:00 AM,Maharashtra,-,-,1524304,44128,1687784,698,426
8017,2020-11-03,8:00 AM,Manipur,-,-,15343,180,19091,6750,305
8018,2020-11-03,8:00 AM,Meghalaya,-,-,8579,90,9678,9996,641
8019,2020-11-03,8:00 AM,Mizoram,-,-,2347,1,2792,1524,505
8020,2020-11-03,8:00 AM,Nagaland,-,-,7689,42,9096,7324,289
8021,2020-11-03,8:00 AM,Odisha,-,-,279091,1340,293214,7157,783
8022,2020-11-03,8:00 AM,Puducherry,-,-,31827,595,35178,540,518
8023,2020-11-03,8:00 AM,Punjab,-,-,125961,4227,134371,5978,590
8024,2020-11-03,8:00 AM,Rajasthan,-,-,182680,1926,200495,2654,638
8025,2020-11-03,8:00 AM,Sikkim,-,-,3655,73,3967,3035,288
8026,2020-11-03,8:00 AM,Tamil Nadu,-,-,698820,11183,729507,4132,736
8027,2020-11-03,8:00 AM,Telengana,-,-,223413,1351,242506,859,621
8028,2020-11-03,8:00 AM,Tripura,-,-,29318,350,30989,6713,601
8029,2020-11-03,8:00 AM,Uttarakhand,-,-,58050,1029,62881,7817,435
8030,2020-11-03,8:00 AM,Uttar Pradesh,-,-,455498,7076,485609,9325,875
8031,2020-11-03,8:00 AM,West Bengal,-,-,338075,6957,381608,788,625
8032,2020-11-04,8:00 AM,Andaman and Nicobar Islands,-,-,4153,60,4372,3025,400
8033,2020-11-04,8:00 AM,Andhra Pradesh,-,-,802325,6734,830731,5820,534
8034,2020-11-04,8:00 AM,Arunachal Pradesh,-,-,13367,42,15083,5173,454
8035,2020-11-04,8:00 AM,Assam,-,-,198042,934,207361,1829,498
8036,2020-11-04,8:00 AM,Bihar,-,-,210672,1108,218203,8689,885
8037,2020-11-04,8:00 AM,Chandigarh,-,-,13751,228,14608,1964,750
8038,2020-11-04,8:00 AM,Chhattisgarh,-,-,168201,2266,192237,5666,585
8039,2020-11-04,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3225,2,3257,3447,323
8040,2020-11-04,8:00 AM,Delhi,-,-,360069,6652,403096,9641,718
8041,2020-11-04,8:00 AM,Goa,-,-,41362,618,44189,379,252
8042,2020-11-04,8:00 AM,Gujarat,-,-,159311,3731,175471,2214,544
8043,2020-11-04,8:00 AM,Haryana,-,-,156975,1817,172130,5097,452
8044,2020-11-04,8:00 AM,Himachal Pradesh,-,-,19469,344,22932,3330,631
8045,2020-11-04,8:00 AM,Jammu and Kashmir,-,-,88718,1502,96188,5540,507
8046,2020-11-04,8:00 AM,Jharkhand,-,-,96975,891,102887,9282,319
8047,2020-11-04,8:00 AM,Karnataka,-,-,780735,11247,832396,3984,270
8048,2020-11-04,8:00 AM,Kerala,-,-,364745,1559,451130,1033,656
8049,2020-11-04,8:00 AM,Ladakh,-,-,5701,76,6441,3744,505
8050,2020-11-04,8:00 AM,Madhya Pradesh,-,-,162366,2974,173384,3889,586
8051,2020-11-04,8:00 AM,Maharashtra,-,-,1531277,44248,1692693,8838,600
8052,2020-11-04,8:00 AM,Manipur,-,-,15460,184,19241,274,613
8053,2020-11-04,8:00 AM,Meghalaya,-,-,8680,90,9741,5067,202
8054,2020-11-04,8:00 AM,Mizoram,-,-,2376,1,2893,3148,727
8055,2020-11-04,8:00 AM,Nagaland,-,-,7869,42,9151,2420,488
8056,2020-11-04,8:00 AM,Odisha,-,-,280553,1352,294415,2247,344
8057,2020-11-04,8:00 AM,Puducherry,-,-,32284,596,35325,9241,279
8058,2020-11-04,8:00 AM,Punjab,-,-,126315,4245,134786,7880,685
8059,2020-11-04,8:00 AM,Rajasthan,-,-,183899,1936,202220,7435,491
8060,2020-11-04,8:00 AM,Sikkim,-,-,3660,73,4004,3306,432
8061,2020-11-04,8:00 AM,Tamil Nadu,-,-,701527,11214,731942,1511,508
8062,2020-11-04,8:00 AM,Telengana,-,-,224686,1357,244143,8116,590
8063,2020-11-04,8:00 AM,Tripura,-,-,29430,353,31105,9365,574
8064,2020-11-04,8:00 AM,Uttarakhand,-,-,58459,1033,63197,218,925
8065,2020-11-04,8:00 AM,Uttar Pradesh,-,-,457708,7089,487335,9730,225
8066,2020-11-04,8:00 AM,West Bengal,-,-,342133,7013,385589,5998,436
8067,2020-11-05,8:00 AM,Andaman and Nicobar Islands,-,-,4163,60,4389,7963,475
8068,2020-11-05,8:00 AM,Andhra Pradesh,-,-,805026,6744,833208,1510,532
8069,2020-11-05,8:00 AM,Arunachal Pradesh,-,-,13472,43,15160,6460,317
8070,2020-11-05,8:00 AM,Assam,-,-,198697,934,207741,8590,325
8071,2020-11-05,8:00 AM,Bihar,-,-,211398,1113,218605,2761,442
8072,2020-11-05,8:00 AM,Chandigarh,-,-,13802,229,14702,1030,481
8073,2020-11-05,8:00 AM,Chhattisgarh,-,-,169410,2316,194499,943,206
8074,2020-11-05,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3228,2,3262,592,576
8075,2020-11-05,8:00 AM,Delhi,-,-,365866,6703,409938,1859,795
8076,2020-11-05,8:00 AM,Goa,-,-,41611,626,44372,9350,690
8077,2020-11-05,8:00 AM,Gujarat,-,-,160333,3737,176446,7356,307
8078,2020-11-05,8:00 AM,Haryana,-,-,158136,1836,174082,14,545
8079,2020-11-05,8:00 AM,Himachal Pradesh,-,-,19579,355,23365,3660,669
8080,2020-11-05,8:00 AM,Jammu and Kashmir,-,-,89254,1511,96700,1475,709
8081,2020-11-05,8:00 AM,Jharkhand,-,-,97480,894,103188,4364,716
8082,2020-11-05,8:00 AM,Karnataka,-,-,788780,11281,835773,5045,814
8083,2020-11-05,8:00 AM,Kerala,-,-,372951,1587,459646,2999,235
8084,2020-11-05,8:00 AM,Ladakh,-,-,5772,79,6553,368,981
8085,2020-11-05,8:00 AM,Madhya Pradesh,-,-,163250,2987,174091,2450,355
8086,2020-11-05,8:00 AM,Maharashtra,-,-,1540005,44548,1698198,497,600
8087,2020-11-05,8:00 AM,Manipur,-,-,15618,187,19503,8313,794
8088,2020-11-05,8:00 AM,Meghalaya,-,-,8752,90,9801,5775,680
8089,2020-11-05,8:00 AM,Mizoram,-,-,2435,2,2958,8156,451
8090,2020-11-05,8:00 AM,Nagaland,-,-,8017,44,9207,703,776
8091,2020-11-05,8:00 AM,Odisha,-,-,282073,1364,295889,1458,216
8092,2020-11-05,8:00 AM,Puducherry,-,-,32703,597,35429,3239,550
8093,2020-11-05,8:00 AM,Punjab,-,-,126583,4259,135313,8071,338
8094,2020-11-05,8:00 AM,Rajasthan,-,-,185722,1945,203990,5519,687
8095,2020-11-05,8:00 AM,Sikkim,-,-,3740,73,4067,8830,353
8096,2020-11-05,8:00 AM,Tamil Nadu,-,-,704031,11244,734429,3922,653
8097,2020-11-05,8:00 AM,Telengana,-,-,225664,1362,245682,4239,577
8098,2020-11-05,8:00 AM,Tripura,-,-,29545,353,31237,3958,613
8099,2020-11-05,8:00 AM,Uttarakhand,-,-,58729,1038,63585,3161,488
8100,2020-11-05,8:00 AM,Uttar Pradesh,-,-,459722,7104,489502,4015,599
8101,2020-11-05,8:00 AM,West Bengal,-,-,346262,7068,389576,3173,522
8102,2020-11-06,8:00 AM,Andaman and Nicobar Islands,-,-,4175,60,4403,7063,608
8103,2020-11-06,8:00 AM,Andhra Pradesh,-,-,807318,6757,835953,564,629
8104,2020-11-06,8:00 AM,Arunachal Pradesh,-,-,13580,43,15244,8295,674
8105,2020-11-06,8:00 AM,Assam,-,-,199458,934,208054,5684,277
8106,2020-11-06,8:00 AM,Bihar,-,-,211872,1121,219349,7682,655
8107,2020-11-06,8:00 AM,Chandigarh,-,-,13862,229,14794,6386,532
8108,2020-11-06,8:00 AM,Chhattisgarh,-,-,170760,2360,196233,7035,275
