sno,state/unionterritory,confirmedindiannational,confirmedforeignnational,cured,deaths,confirmed,oxygentanks,populationdensitypersqkm,day,month,year,week,weekday_number,hour,am_pm,minute
5803,13,0.0688606825264118,0.10682254964766175,0.010913375701950803,0.008455440198316275,0.012035433243617309,0.8407681536307262,802,1,9,2020,36,1,8,1,0
5804,14,0.0688606825264118,0.10682254964766175,0.0009354854817418719,0.0004663377758142503,0.001137130163102692,0.9100820164032807,167,1,9,2020,36,1,8,1,0
5805,15,0.0688606825264118,0.10682254964766175,0.006011763289643503,0.00862724885256363,0.007009079936011328,0.8847769553910783,156,1,9,2020,36,1,8,1,0
5806,16,0.0688606825264118,0.10682254964766175,0.0056238942261173045,0.005117443487224799,0.007744979410432593,0.7929585917183437,515,1,9,2020,36,1,8,1,0
5807,17,0.0688606825264118,0.10682254964766175,0.05168831820015494,0.06997521046560144,0.06366571645521797,0.01740348069613923,258,1,9,2020,36,1,8,1,0
5808,18,0.0688606825264118,0.10682254964766175,0.010678416557699357,0.0036079817391944627,0.014016114673887579,0.0637127425485097,535,1,9,2020,36,1,8,1,0
5809,19,0.0688606825264118,0.10682254964766175,0.0003882834535513329,0.0004172495888864345,0.0004984705636491689,0.03100620124024805,924,1,9,2020,36,1,8,1,0
5810,21,0.0688606825264118,0.10682254964766175,0.010081487726492639,0.017107233144343814,0.0118928271554715,0.6547309461892379,615,1,9,2020,36,1,8,1,0
5811,22,0.0688606825264118,0.10682254964766175,0.11883856421315311,0.3016837248116241,0.1473548522883536,0.07281456291258251,803,1,9,2020,36,1,8,1,0
5812,23,0.0688606825264118,0.10682254964766175,0.0008971544044169004,0.00034361730849471073,0.0011624162491363685,0.3107621524304861,363,1,9,2020,36,1,8,1,0
5813,24,0.0688606825264118,0.10682254964766175,0.00024076060460333448,0.00012272046731953956,0.00044027538035107497,0.2961592318463693,570,1,9,2020,36,1,8,1,0
5814,25,0.0688606825264118,0.10682254964766175,0.00012245225242734137,0.0,0.00018797230132387534,0.5924184836967393,459,1,9,2020,36,1,8,1,0
5815,26,0.0688606825264118,0.10682254964766175,0.0006354671035442572,0.00011044842058758559,0.0007344120575957543,0.9422884576915384,586,1,9,2020,36,1,8,1,0
5816,27,0.0688606825264118,0.10682254964766175,0.016013273741285118,0.0060378469921213455,0.019250148555755447,0.14602920584116824,860,1,9,2020,36,1,8,1,0
5817,28,0.0688606825264118,0.10682254964766175,0.0019339582473042376,0.0027980266548855016,0.002679395484053776,0.5477095419083817,418,1,9,2020,36,1,8,1,0
5818,29,0.0688606825264118,0.10682254964766175,0.007671809730333619,0.017831283901529094,0.010038576155369612,0.2981596319263853,453,1,9,2020,36,1,8,1,0
5819,30,0.0688606825264118,0.10682254964766175,0.01384311317965403,0.012959281348943376,0.01518894284080252,0.7672534506901381,394,1,9,2020,36,1,8,1,0
5820,31,0.0688606825264118,0.10682254964766175,0.00025381389039508154,3.6816140195861865e-05,0.0003071515744678952,0.9017803560712143,621,1,9,2020,36,1,8,1,0
5821,32,0.0688606825264118,0.10682254964766175,0.07627697912158017,0.08985592617136685,0.07958442317603652,0.21844368873774755,628,1,9,2020,36,1,8,1,0
5822,34,0.0688606825264118,0.10682254964766175,0.0197170917859402,0.010259431067913506,0.02374233329590001,0.9691938387677536,282,1,9,2020,36,1,8,1,0
5823,35,0.0688606825264118,0.10682254964766175,0.0015900145264423312,0.0013867412807107968,0.002259572085053469,0.38937787557511505,383,1,9,2020,36,1,8,1,0
5824,38,0.0688606825264118,0.10682254964766175,0.002828211921545194,0.0033011805708956137,0.003686376674924309,0.46329265853170637,541,1,9,2020,36,1,8,1,0
5825,37,0.0688606825264118,0.10682254964766175,0.035666549463354555,0.04278035490759149,0.04284020755414383,0.26645329065813167,234,1,9,2020,36,1,8,1,0
5826,39,0.0688606825264118,0.10682254964766175,0.027820074337426608,0.03961416685074737,0.030264842002866253,0.21034206841368272,558,1,9,2020,36,1,8,1,0
5827,0,0.0688606825264118,0.10682254964766175,0.0005623272641079602,0.0005645141496698819,0.0005875296460766034,0.08101620324064812,415,2,9,2020,36,2,8,1,0
5828,1,0.0688606825264118,0.10682254964766175,0.07042061209136223,0.04973860540460938,0.0827634047863586,0.8471694338867773,234,2,9,2020,36,2,8,1,0
5829,2,0.0688606825264118,0.10682254964766175,0.0006172339424383248,8.590432712367768e-05,0.0007831249586312195,0.5704140828165634,-30,2,9,2020,36,2,8,1,0
5830,3,0.0688606825264118,0.10682254964766175,0.018004210617045394,0.0038656947205654955,0.02077251967666533,0.6914382876575316,716,2,9,2020,36,2,8,1,0
5831,4,0.0688606825264118,0.10682254964766175,0.025186625727694784,0.0076209410205434055,0.025722828799067093,0.5673134626925386,710,2,9,2020,36,2,8,1,0
5832,6,0.0688606825264118,0.10682254964766175,0.0005285544770594718,0.0006995066637213754,0.0008459683195090335,0.4888977795559112,597,2,9,2020,36,2,8,1,0
5833,7,0.0688606825264118,0.10682254964766175,0.003639794785771753,0.003522077412070785,0.006207548194164417,0.7723544708941789,648,2,9,2020,36,2,8,1,0
5834,8,0.0688606825264118,0.10682254964766175,0.0004396678166680514,2.454409346390791e-05,0.00044362206820847334,0.4176835367073415,343,2,9,2020,36,2,8,1,0
5835,10,0.0688606825264118,0.10682254964766175,0.03247325992966558,0.05475787251797855,0.032920252890608674,0.5203040608121624,468,2,9,2020,36,2,8,1,0
5836,11,0.0688606825264118,0.10682254964766175,0.002869650924058677,0.002380777065999067,0.0033478034200175068,0.7799559911982397,770,2,9,2020,36,2,8,1,0
5837,12,0.0688606825264118,0.10682254964766175,0.016344992956405548,0.0372333897847483,0.018151877157219214,0.9430886177235447,789,2,9,2020,36,2,8,1,0
5838,13,0.0688606825264118,0.10682254964766175,0.011154343501566705,0.008664064992759492,0.012350393756419133,0.6105221044208842,288,2,9,2020,36,2,8,1,0
5839,14,0.0688606825264118,0.10682254964766175,0.0009713302189160345,0.0004908818692781582,0.001162974030445935,0.8100620124024805,249,2,9,2020,36,2,8,1,0
5840,15,0.0688606825264118,0.10682254964766175,0.006108937750537619,0.008799057506810985,0.007106691665185448,0.9102820564112822,920,2,9,2020,36,2,8,1,0
5841,16,0.0688606825264118,0.10682254964766175,0.005832332408760122,0.0052524360012762925,0.008149742714074606,0.8460692138427686,418,2,9,2020,36,2,8,1,0
5842,17,0.0688606825264118,0.10682254964766175,0.05275723726999023,0.07163193677441523,0.0653498441559021,0.029305861172234448,681,2,9,2020,36,2,8,1,0
5843,18,0.0688606825264118,0.10682254964766175,0.011115805229229166,0.0036570699261222785,0.01422807157152281,0.1389277855571114,407,2,9,2020,36,2,8,1,0
5844,19,0.0688606825264118,0.10682254964766175,0.00040983173485834387,0.0004295216356183884,0.0005081387730149864,0.9016803360672134,716,2,9,2020,36,2,8,1,0
5845,21,0.0688606825264118,0.10682254964766175,0.010358093068270135,0.01749993863976634,0.012176365987834418,0.5431086217243449,259,2,9,2020,36,2,8,1,0
5846,22,0.0688606825264118,0.10682254964766175,0.12111315106111818,0.3056107797658493,0.150285993070125,0.1945389077815563,320,2,9,2020,36,2,8,1,0
5847,23,0.0688606825264118,0.10682254964766175,0.0009220178059249901,0.0003558893552266647,0.0011865867725509125,0.45199039807961594,186,2,9,2020,36,2,8,1,0
5848,24,0.0688606825264118,0.10682254964766175,0.00025588584052075566,0.00014726456078344746,0.0004536621317806685,0.04980996199239848,509,2,9,2020,36,2,8,1,0
5849,25,0.0688606825264118,0.10682254964766175,0.00012680334769125706,0.0,0.00018964564525257452,0.47169433886777357,299,2,9,2020,36,2,8,1,0
5850,26,0.0688606825264118,0.10682254964766175,0.0006632312352282905,0.00011044842058758559,0.0007442661940647606,0.2474494898979796,379,2,9,2020,36,2,8,1,0
5851,27,0.0688606825264118,0.10682254964766175,0.016735141165069987,0.006172839506172839,0.01981257804290156,0.6354270854170835,318,2,9,2020,36,2,8,1,0
5852,28,0.0688606825264118,0.10682254964766175,0.0020046117465897257,0.002945291215668949,0.0027453996056857996,0.7940588117623525,909,2,9,2020,36,2,8,1,0
5853,29,0.0688606825264118,0.10682254964766175,0.007903868144409123,0.018555334658714378,0.010320441643803831,0.013102620524104821,658,2,9,2020,36,2,8,1,0
5854,30,0.0688606825264118,0.10682254964766175,0.014114953036142476,0.013118817956458778,0.015462255682490055,0.3677735547109422,533,2,9,2020,36,2,8,1,0
5855,31,0.0688606825264118,0.10682254964766175,0.0002563002305458905,4.908818692781582e-05,0.0003104982623252936,0.4287857571514303,392,2,9,2020,36,2,8,1,0
5856,32,0.0688606825264118,0.10682254964766175,0.07752657224237423,0.09103404265763443,0.08068659904373972,0.4858971794358872,531,2,9,2020,36,2,8,1,0
5857,34,0.0688606825264118,0.10682254964766175,0.020181208614091208,0.010382151535233046,0.024280034478322016,0.7085417083416684,570,2,9,2020,36,2,8,1,0
5858,35,0.0688606825264118,0.10682254964766175,0.0016258592636164935,0.0014481015143705666,0.0023616460647041195,0.9440888177635527,630,2,9,2020,36,2,8,1,0
5859,38,0.0688606825264118,0.10682254964766175,0.0029164769968989123,0.0034361730849471073,0.003792541050845113,0.5934186837367473,339,2,9,2020,36,2,8,1,0
5860,37,0.0688606825264118,0.10682254964766175,0.036606593235372915,0.04346758952458091,0.04383361606648158,0.0703140628125625,728,2,9,2020,36,2,8,1,0
5861,39,0.0688606825264118,0.10682254964766175,0.028513348849477173,0.040289129421004835,0.030812025467550887,0.7316463292658532,472,2,9,2020,36,2,8,1,0
5862,0,0.0688606825264118,0.10682254964766175,0.0005714438446609264,0.0005767861964018359,0.0005923637507595122,0.5499099819963993,603,3,9,2020,36,3,8,1,0
5863,1,0.0688606825264118,0.10682254964766175,0.07217223872760714,0.05062219276931006,0.0846955592426966,0.45269053810762155,659,3,9,2020,36,3,8,1,0
5864,2,0.0688606825264118,0.10682254964766175,0.0006371246636447964,8.590432712367768e-05,0.0008106421699031617,0.9000800160032006,65,3,9,2020,36,3,8,1,0
5865,3,0.0688606825264118,0.10682254964766175,0.01838420627009403,0.003963871094421127,0.02143349052850151,0.4747949589917984,218,3,9,2020,36,3,8,1,0
5866,4,0.0688606825264118,0.10682254964766175,0.025649499385770387,0.007927742188842254,0.026297715402126855,0.4920984196839368,638,3,9,2020,36,3,8,1,0
5867,6,0.0688606825264118,0.10682254964766175,0.000553210683554994,0.0007240507571852833,0.0008904048971711563,0.6596319263852771,250,3,9,2020,36,3,8,1,0
5868,7,0.0688606825264118,0.10682254964766175,0.0037750931289782736,0.0036693419728542325,0.006634436823085899,0.26115223044608926,704,3,9,2020,36,3,8,1,0
5869,8,0.0688606825264118,0.10682254964766175,0.00044360452190683226,2.454409346390791e-05,0.0004527324962647245,0.8840768153630726,404,3,9,2020,36,3,8,1,0
5870,10,0.0688606825264118,0.10682254964766175,0.032858228263015835,0.05499104140588567,0.03338674399250937,0.4330866173234647,735,3,9,2020,36,3,8,1,0
5871,11,0.0688606825264118,0.10682254964766175,0.002912954681685266,0.0025034975333186067,0.003466053057645583,0.6319263852770555,826,3,9,2020,36,3,8,1,0
5872,12,0.0688606825264118,0.10682254964766175,0.016560890159500793,0.03738065434553175,0.01838595938013391,0.7168433686737348,616,3,9,2020,36,3,8,1,0
5873,13,0.0688606825264118,0.10682254964766175,0.011369826314636814,0.0088481456937388,0.01268357512533346,0.6238247649529907,375,3,9,2020,36,3,8,1,0
5874,14,0.0688606825264118,0.10682254964766175,0.0009862482598208882,0.00052769800947402,0.0011929082940593315,0.2481496299259852,260,3,9,2020,36,3,8,1,0
5875,15,0.0688606825264118,0.10682254964766175,0.00623221878301523,0.008983138207790295,0.007225870938329468,0.20734146829365874,611,3,9,2020,36,3,8,1,0
5876,16,0.0688606825264118,0.10682254964766175,0.006163430038842849,0.005375156468595832,0.008341061703255881,0.20734146829365874,398,3,9,2020,36,3,8,1,0
5877,17,0.0688606825264118,0.10682254964766175,0.054059872314001556,0.07301867805512603,0.06718308539334367,0.4434886977395479,496,3,9,2020,36,3,8,1,0
5878,18,0.0688606825264118,0.10682254964766175,0.011556923410985189,0.003742974253245956,0.014515700800155882,0.4756951390278056,317,3,9,2020,36,3,8,1,0
5879,19,0.0688606825264118,0.10682254964766175,0.00041584039022279885,0.0004295216356183884,0.000517806982380804,0.9893978795759152,625,3,9,2020,36,3,8,1,0
5880,21,0.0688606825264118,0.10682254964766175,0.010592637822496448,0.017831283901529094,0.012441126182775267,0.15323064612922585,663,3,9,2020,36,3,8,1,0
5881,22,0.0688606825264118,0.10682254964766175,0.12400538624154671,0.3091942174115799,0.15352726026001534,0.9512902580516104,197,3,9,2020,36,3,8,1,0
5882,23,0.0688606825264118,0.10682254964766175,0.0009545474228980739,0.0003558893552266647,0.0012098276604495123,0.3021604320864173,217,3,9,2020,36,3,8,1,0
5883,24,0.0688606825264118,0.10682254964766175,0.000273083026563851,0.0001595366075154014,0.00046797851872620595,0.8764752950590118,502,3,9,2020,36,3,8,1,0
5884,25,0.0688606825264118,0.10682254964766175,0.00013695590330706033,0.0,0.00018964564525257452,0.4225845169033807,793,3,9,2020,36,3,8,1,0
5885,26,0.0688606825264118,0.10682254964766175,0.0006677895255047737,0.00011044842058758559,0.0007468691735094038,0.32576515303060616,688,3,9,2020,36,3,8,1,0
5886,27,0.0688606825264118,0.10682254964766175,0.017419506291580154,0.006307832020224333,0.020411077388066304,0.7234446889377876,656,3,9,2020,36,3,8,1,0
5887,28,0.0688606825264118,0.10682254964766175,0.0020653198852719776,0.0031048278231843507,0.0028180971030326196,0.672734546909382,615,3,9,2020,36,3,8,1,0
5888,29,0.0688606825264118,0.10682254964766175,0.008234344189454146,0.0198561716123015,0.010595799683626441,0.4089817963592719,291,3,9,2020,36,3,8,1,0
5889,30,0.0688606825264118,0.10682254964766175,0.01464330031818938,0.013266082517242225,0.01574319153540833,0.5879175835167033,496,3,9,2020,36,3,8,1,0
5890,31,0.0688606825264118,0.10682254964766175,0.00026293047094804774,4.908818692781582e-05,0.00031681978383371276,0.792258451690338,721,3,9,2020,36,3,8,1,0
5891,32,0.0688606825264118,0.10682254964766175,0.07874715806140888,0.09223670323736592,0.08180030239184062,0.9882976595319064,615,3,9,2020,36,3,8,1,0
5892,34,0.0688606825264118,0.10682254964766175,0.020722194791904725,0.010504872002552585,0.024803791128004862,0.625125025005001,404,3,9,2020,36,3,8,1,0
5893,35,0.0688606825264118,0.10682254964766175,0.0016643975359540326,0.0015462778882261983,0.0024713430555855106,0.07621524304860972,315,3,9,2020,36,3,8,1,0
5894,38,0.0688606825264118,0.10682254964766175,0.003004534877240063,0.0035711655989986006,0.003947976109110948,0.7595519103820765,363,3,9,2020,36,3,8,1,0
5895,37,0.0688606825264118,0.10682254964766175,0.03757771625927638,0.0443757209827455,0.04489005386680033,0.38347669533906786,322,3,9,2020,36,3,8,1,0
5896,39,0.0688606825264118,0.10682254964766175,0.029196470805911937,0.040976364037994255,0.03136534452664075,0.40378075615123027,526,3,9,2020,36,3,8,1,0
5897,0,0.0688606825264118,0.10682254964766175,0.0005849115204778082,0.0005890582431337898,0.0005992430535774978,0.7910582116423285,725,4,9,2020,36,4,8,1,0
5898,1,0.0688606825264118,0.10682254964766175,0.07417767925424713,0.05154259627420661,0.08659182976811915,0.40488097619523905,428,4,9,2020,36,4,8,1,0
5899,2,0.0688606825264118,0.10682254964766175,0.0006561866048009986,8.590432712367768e-05,0.0008504305699855646,0.6642328465693139,606,4,9,2020,36,4,8,1,0
5900,3,0.0688606825264118,0.10682254964766175,0.018792587639864404,0.004049775421544805,0.0220013119016401,0.8389677935587118,646,4,9,2020,36,4,8,1,0
5901,4,0.0688606825264118,0.10682254964766175,0.025894403890625067,0.008246815403873058,0.026581440161592963,0.9652930586117223,843,4,9,2020,36,4,8,1,0
5902,6,0.0688606825264118,0.10682254964766175,0.0005973432212318531,0.0007731389441130992,0.0009417207776512647,0.490998199639928,572,4,9,2020,36,4,8,1,0
5903,7,0.0688606825264118,0.10682254964766175,0.003926345488152486,0.0038656947205654955,0.0070590943267691145,0.013902780556111221,761,4,9,2020,36,4,8,1,0
5904,8,0.0688606825264118,0.10682254964766175,0.00044629805707020867,2.454409346390791e-05,0.0004555214028125565,0.7860572114422885,717,4,9,2020,36,4,8,1,0
5905,10,0.0688606825264118,0.10682254964766175,0.03317482224221884,0.0552242102937928,0.03389562647393711,0.6555311062212442,817,4,9,2020,36,4,8,1,0
5906,11,0.0688606825264118,0.10682254964766175,0.002975527575480625,0.002601673907174238,0.0035986190822191962,0.674734946989398,435,4,9,2020,36,4,8,1,0
5907,12,0.0688606825264118,0.10682254964766175,0.0167941917436517,0.037577007093243006,0.01863231279185907,0.5555111022204441,641,4,9,2020,36,4,8,1,0
5908,13,0.0688606825264118,0.10682254964766175,0.011579922057380173,0.009081314581645926,0.01303330400643159,0.3851770354070814,851,4,9,2020,36,4,8,1,0
5909,14,0.0688606825264118,0.10682254964766175,0.0010067605660650622,0.0005890582431337898,0.0012299077875939026,0.008201640328065612,290,4,9,2020,36,4,8,1,0
5910,15,0.0688606825264118,0.10682254964766175,0.006373111391561072,0.009118130721841788,0.007426486282670181,0.2882576515303061,835,4,9,2020,36,4,8,1,0
5911,16,0.0688606825264118,0.10682254964766175,0.006399425158157133,0.0054487887489875556,0.008641891756215356,0.12402480496099219,851,4,9,2020,36,4,8,1,0
5912,17,0.0688606825264118,0.10682254964766175,0.05553551519350668,0.07429497091524924,0.06883132916311235,0.33566713342668536,484,4,9,2020,36,4,8,1,0
5913,18,0.0688606825264118,0.10682254964766175,0.011960953685491646,0.0038656947205654955,0.014804445591408085,0.8960792158431686,178,4,9,2020,36,4,8,1,0
5914,19,0.0688606825264118,0.10682254964766175,0.0004224706306249561,0.0004295216356183884,0.0005280329730561879,0.6649329865973195,168,4,9,2020,36,4,8,1,0
5915,21,0.0688606825264118,0.10682254964766175,0.010818687581207496,0.018199445303487716,0.012751996299306938,0.26805361072214445,323,4,9,2020,36,4,8,1,0
5916,22,0.0688606825264118,0.10682254964766175,0.12690363007733968,0.31399258768377386,0.15689347046324853,0.006901380276055211,610,4,9,2020,36,4,8,1,0
5917,23,0.0688606825264118,0.10682254964766175,0.000989148989996832,0.00039270549542252655,0.0012287922249747698,0.4177835567113423,584,4,9,2020,36,4,8,1,0
5918,24,0.0688606825264118,0.10682254964766175,0.00028862265250640697,0.0001595366075154014,0.000488244572973785,0.6155231046209242,384,4,9,2020,36,4,8,1,0
5919,25,0.0688606825264118,0.10682254964766175,0.00013902785343273446,0.0,0.00019336418731635051,0.14142828565713142,590,4,9,2020,36,4,8,1,0
5920,26,0.0688606825264118,0.10682254964766175,0.0006887162217740824,0.00011044842058758559,0.000755979601565655,0.8924784956991398,491,4,9,2020,36,4,8,1,0
5921,27,0.0688606825264118,0.10682254964766175,0.018098691542776137,0.006406008394079964,0.021086178699744832,0.7024404880976195,698,4,9,2020,36,4,8,1,0
5922,28,0.0688606825264118,0.10682254964766175,0.0021297575341804433,0.003190732150308028,0.0028969301947846704,0.7173434686937388,237,4,9,2020,36,4,8,1,0
5923,29,0.0688606825264118,0.10682254964766175,0.008551145363669722,0.020739758977002185,0.010879524443092549,0.3732746549309862,199,4,9,2020,36,4,8,1,0
5924,30,0.0688606825264118,0.10682254964766175,0.014756428795051188,0.01343789117148958,0.016031936326660532,0.4264852970594119,460,4,9,2020,36,4,8,1,0
5925,31,0.0688606825264118,0.10682254964766175,0.0002701822963879072,4.908818692781582e-05,0.0003231413053421319,0.7214442888577716,673,4,9,2020,36,4,8,1,0
5926,32,0.0688606825264118,0.10682254964766175,0.08001311958819576,0.09336573153670569,0.08289578488382902,0.541508301660332,657,4,9,2020,36,4,8,1,0
5927,34,0.0688606825264118,0.10682254964766175,0.021138863962177793,0.010627592469872124,0.025264518489706702,0.9422884576915384,588,4,9,2020,36,4,8,1,0
5928,35,0.0688606825264118,0.10682254964766175,0.0017014854432035997,0.0015830940284220602,0.002568768857656441,0.3469693938787758,434,4,9,2020,36,4,8,1,0
5929,38,0.0688606825264118,0.10682254964766175,0.003109789943624309,0.0036816140195861866,0.004123863148727552,0.16693338667733545,836,4,9,2020,36,4,8,1,0
5930,37,0.0688606825264118,0.10682254964766175,0.03849931967517624,0.045296124487642045,0.04594277312505531,0.8770754150830167,295,4,9,2020,36,4,8,1,0
5931,39,0.0688606825264118,0.10682254964766175,0.02988746617282426,0.04165132660825172,0.03192015100255612,0.11022204440888177,434,4,9,2020,36,4,8,1,0
5932,0,0.0688606825264118,0.10682254964766175,0.0005931993209805049,0.0006013302898657438,0.0006055645750859169,0.12452490498099619,353,5,9,2020,36,5,8,1,0
5933,1,0.0688606825264118,0.10682254964766175,0.07669592743699148,0.05247527182583511,0.08859538023208165,0.01800360072014403,487,5,9,2020,36,5,8,1,0
5934,2,0.0688606825264118,0.10682254964766175,0.0006795996412211163,8.590432712367768e-05,0.0008878019177265131,0.8476695339067813,361,5,9,2020,36,5,8,1,0
5935,3,0.0688606825264118,0.10682254964766175,0.01921112156525058,0.004233856122524114,0.022538827156958915,0.9242848569713943,220,5,9,2020,36,5,8,1,0
5936,4,0.0688606825264118,0.10682254964766175,0.02618344093315661,0.008602704759099722,0.026792839277918628,0.33766753350670137,466,5,9,2020,36,5,8,1,0
5937,6,0.0688606825264118,0.10682254964766175,0.0006433405140218189,0.000834499177772869,0.000979463979598591,0.8129625925185038,661,5,9,2020,36,5,8,1,0
5938,7,0.0688606825264118,0.10682254964766175,0.0040662021216354895,0.004135679748668483,0.007554961910973641,0.1889377875575115,446,5,9,2020,36,5,8,1,0
5939,8,0.0688606825264118,0.10682254964766175,0.0004516851273969614,2.454409346390791e-05,0.00045868216356676606,0.3694738947789558,428,5,9,2020,36,5,8,1,0
5940,10,0.0688606825264118,0.10682254964766175,0.033537620709224385,0.0553837469013082,0.034437418052629266,0.4986997399479896,312,5,9,2020,36,5,8,1,0
5941,11,0.0688606825264118,0.10682254964766175,0.003055504850331647,0.00269985028102987,0.003693070050639106,0.5485097019403881,576,5,9,2020,36,5,8,1,0
5942,12,0.0688606825264118,0.10682254964766175,0.01704655526895881,0.037748815747490366,0.018877736568068283,0.9628925785157032,394,5,9,2020,36,5,8,1,0
5943,13,0.0688606825264118,0.10682254964766175,0.011845546063491596,0.009314483469553051,0.013383590668839287,0.831866373274655,205,5,9,2020,36,5,8,1,0
5944,14,0.0688606825264118,0.10682254964766175,0.001028723237397208,0.0006136023365976977,0.0012698821147794942,0.5572114422884578,660,5,9,2020,36,5,8,1,0
5945,15,0.0688606825264118,0.10682254964766175,0.0065131752200566434,0.009265395282625235,0.007621151959708853,0.03540708141628326,401,5,9,2020,36,5,8,1,0
5946,16,0.0688606825264118,0.10682254964766175,0.006639149787697631,0.005485604889183418,0.008931752110086694,0.10862172434486897,469,5,9,2020,36,5,8,1,0
5947,17,0.0688606825264118,0.10682254964766175,0.05681204366593451,0.0757185283361559,0.0705567326807044,0.5932186437287458,381,5,9,2020,36,5,8,1,0
5948,18,0.0688606825264118,0.10682254964766175,0.012523695339624741,0.004000687234616989,0.015265358880213117,0.12162432486497299,702,5,9,2020,36,5,8,1,0
5949,19,0.0688606825264118,0.10682254964766175,0.0004320016012030571,0.0004295216356183884,0.0005456960478591238,0.44378875775155036,483,5,9,2020,36,5,8,1,0
5950,21,0.0688606825264118,0.10682254964766175,0.011034584784302741,0.018567606705446334,0.013060263436393965,0.9376875375075016,428,5,9,2020,36,5,8,1,0
5951,22,0.0688606825264118,0.10682254964766175,0.12965704459934804,0.31863142134845246,0.16046661753233085,0.5778155631126225,266,5,9,2020,36,5,8,1,0
5952,23,0.0688606825264118,0.10682254964766175,0.0010150483665677587,0.0004295216356183884,0.0012455256642617616,0.5277055411082217,354,5,9,2020,36,5,8,1,0
5953,24,0.0688606825264118,0.10682254964766175,0.000304162278448963,0.00017180865424735537,0.0005083247001181752,0.135127025405081,683,5,9,2020,36,5,8,1,0
5954,25,0.0688606825264118,0.10682254964766175,0.0001415141935835434,0.0,0.0001944797499354833,0.19383876775355072,556,5,9,2020,36,5,8,1,0
5955,26,0.0688606825264118,0.10682254964766175,0.0006963824372390767,0.00012272046731953956,0.0007636026127963957,0.9481896379275856,330,5,9,2020,36,5,8,1,0
5956,27,0.0688606825264118,0.10682254964766175,0.018716132680227027,0.00651645681466755,0.02169360254586264,0.040108021604320865,227,5,9,2020,36,5,8,1,0
5957,28,0.0688606825264118,0.10682254964766175,0.0022115995641445716,0.0034361730849471073,0.00300532569594374,0.22854570914182837,421,5,9,2020,36,5,8,1,0
5958,29,0.0688606825264118,0.10682254964766175,0.008814697419655472,0.021341089266867928,0.011158043243669367,0.26535307061412283,854,5,9,2020,36,5,8,1,0
5959,30,0.0688606825264118,0.10682254964766175,0.014897114208584462,0.01359742777900498,0.016323841878666947,0.7369473894778956,113,5,9,2020,36,5,8,1,0
5960,31,0.0688606825264118,0.10682254964766175,0.0002753621717020925,6.136023365976978e-05,0.0003426636511769557,0.3071614322864573,638,5,9,2020,36,5,8,1,0
5961,32,0.0688606825264118,0.10682254964766175,0.08132549279779777,0.09433522322853005,0.08400688525248529,0.30936187237447493,1000,5,9,2020,36,5,8,1,0
5962,34,0.0688606825264118,0.10682254964766175,0.021673219899589154,0.010762584983923618,0.025731381445813776,0.31286257251450295,637,5,9,2020,36,5,8,1,0
5963,35,0.0688606825264118,0.10682254964766175,0.0017576352916093686,0.001668998355545738,0.002697244485959901,0.7096419283856772,290,5,9,2020,36,5,8,1,0
5964,38,0.0688606825264118,0.10682254964766175,0.0032138018399331504,0.003828878580369634,0.004278368571477444,0.15863172634526904,403,5,9,2020,36,5,8,1,0
5965,37,0.0688606825264118,0.10682254964766175,0.039536537908088705,0.04616743980561078,0.047072094349824074,0.5472094418883777,534,5,9,2020,36,5,8,1,0
5966,39,0.0688606825264118,0.10682254964766175,0.030572245689359564,0.042363105318705054,0.03247384191585237,0.053710742148429684,239,5,9,2020,36,5,8,1,0
5967,0,0.0688606825264118,0.10682254964766175,0.0006016943164957688,0.0006136023365976977,0.0006120720236975248,0.6325265053010602,754,6,9,2020,36,6,8,1,0
5968,1,0.0688606825264118,0.10682254964766175,0.07917004308205897,0.05334658714380384,0.0906080411241004,0.961492298459692,363,6,9,2020,36,6,8,1,0
5969,2,0.0688606825264118,0.10682254964766175,0.000700526337490425,9.817637385563164e-05,0.0009136457850697561,0.9052810562112422,321,6,9,2020,36,6,8,1,0
5970,3,0.0688606825264118,0.10682254964766175,0.019696579479696028,0.004319760449647792,0.023040458481362294,0.7531506301260252,1063,6,9,2020,36,6,8,1,0
5971,4,0.0688606825264118,0.10682254964766175,0.026625180699950336,0.009019954347986157,0.027114121312228873,0.8469693938787758,601,6,9,2020,36,6,8,1,0
5972,6,0.0688606825264118,0.10682254964766175,0.0006816715913467903,0.0008467712245048229,0.0010229709217447697,0.1832366473294659,504,6,9,2020,36,6,8,1,0
5973,7,0.0688606825264118,0.10682254964766175,0.0042448042224686,0.004368848636575608,0.008025171554938112,0.720744148829766,689,6,9,2020,36,6,8,1,0
5974,8,0.0688606825264118,0.10682254964766175,0.00046287365807560175,2.454409346390791e-05,0.00047169706078998197,0.5180036007201441,501,6,9,2020,36,6,8,1,0
5975,10,0.0688606825264118,0.10682254964766175,0.03393543513335382,0.05569054806960705,0.034990179330409564,0.14192838567713542,684,6,9,2020,36,6,8,1,0
5976,11,0.0688606825264118,0.10682254964766175,0.0031661469870426454,0.0028102987016174557,0.0038031388957268744,0.9912982596519304,403,6,9,2020,36,6,8,1,0
5977,12,0.0688606825264118,0.10682254964766175,0.017284000753361065,0.03793289644846967,0.0191214870003488,0.4672934586917384,699,6,9,2020,36,6,8,1,0
5978,13,0.0688606825264118,0.10682254964766175,0.012137483836199081,0.009584468497656038,0.013809177808038446,0.4479895979195839,753,6,9,2020,36,6,8,1,0
